id,modulo_id,modulo,tela,rota,finalidade,acoes,desktop,tema,estados,dados,observacoes
19,01,Autenticação,Consentimentos,/legal/consentimentos,Gerenciar consentimentos,Aceitar;Revogar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
20,01,Autenticação,Preferências de cookies,/configuracoes/cookies,Gerenciar cookies,Salvar preferências,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
21,02,Feed e publicações,Feed — Para você,/app?feed=for-you,Conteúdo recomendado,Curtir;Comentar;Compartilhar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
22,02,Feed e publicações,Feed — Seguindo,/app?feed=following,Conteúdo de contas seguidas,Curtir;Comentar;Compartilhar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
23,02,Feed e publicações,Feed principal,/app,Página principal do FLOW,Navegar;Atualizar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
24,02,Feed e publicações,Criar publicação,/app/criar,Iniciar publicação,Texto;Foto;Vídeo;Agendar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
25,02,Feed e publicações,Publicação de texto,/app/criar/texto,Criar texto,Publicar;Agendar;Rascunho,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
26,02,Feed e publicações,Publicação com foto,/app/criar/foto,Criar publicação com imagem,Upload;Editar;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
27,02,Feed e publicações,Publicação com vídeo,/app/criar/video,Criar publicação com vídeo,Upload;Editar;Som;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
28,02,Feed e publicações,Enquete,/app/criar/enquete,Criar enquete,Adicionar opções;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
29,02,Feed e publicações,Sentimento e atividade,/app/criar/sentimento,Adicionar sentimento/atividade,Selecionar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
30,02,Feed e publicações,Adicionar localização,/app/criar/localizacao,Adicionar localização,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
31,02,Feed e publicações,Marcar pessoas,/app/criar/marcar,Marcar usuários,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
32,02,Feed e publicações,Selecionar público,/app/criar/publico,Definir visibilidade,Público;Seguidores;Personalizado,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
33,02,Feed e publicações,Agendar publicação,/app/criar/agendar,Definir data e hora,Agendar;Salvar rascunho,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
34,02,Feed e publicações,Rascunhos,/app/rascunhos,Gerenciar rascunhos,Editar;Excluir;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
35,02,Feed e publicações,Editar publicação,/app/publicacao/:id/editar,Editar conteúdo publicado,Salvar;Cancelar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
36,02,Feed e publicações,Excluir publicação,/app/publicacao/:id/excluir,Confirmar exclusão,Excluir;Cancelar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
37,02,Feed e publicações,Ocultar publicação,/app/publicacao/:id/ocultar,Ocultar conteúdo,Confirmar;Cancelar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
38,02,Feed e publicações,Salvar publicação,/app/publicacao/:id/salvar,Salvar conteúdo,Salvar;Remover dos salvos,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
39,02,Feed e publicações,Publicações salvas,/app/salvos/publicacoes,Consultar publicações salvas,Abrir;Remover,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
40,02,Feed e publicações,Compartilhar publicação,/app/publicacao/:id/compartilhar,Compartilhar conteúdo,Compartilhar;Copiar link,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
41,02,Feed e publicações,Copiar link,/app/publicacao/:id/link,Obter link da publicação,Copiar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
42,02,Feed e publicações,Denunciar conteúdo,/app/publicacao/:id/denunciar,Enviar denúncia,Selecionar motivo;Enviar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
43,02,Feed e publicações,Bloquear usuário,/app/usuario/:id/bloquear,Bloquear conta,Bloquear;Cancelar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
44,02,Feed e publicações,Silenciar usuário,/app/usuario/:id/silenciar,Silenciar conteúdo,Silenciar;Cancelar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
45,02,Feed e publicações,Ver menos conteúdo,/app/publicacao/:id/preferencias,Ajustar recomendação,Confirmar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
46,02,Feed e publicações,Por que estou vendo isso?,/app/publicacao/:id/contexto,Explicar recomendação,Ver detalhes,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
47,02,Feed e publicações,Comentários da publicação,/app/publicacao/:id/comentarios,Lista de comentários,Comentar;Curtir;Responder,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
48,02,Feed e publicações,Respostas de comentário,/app/comentario/:id,Thread de respostas,Responder;Curtir;Denunciar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
49,02,Feed e publicações,Curtidas da publicação,/app/publicacao/:id/curtidas,Lista de interações,Ver perfil,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
50,02,Feed e publicações,Compartilhamento da publicação,/app/publicacao/:id/compartilhamentos,Interações de compartilhamento,Ver conteúdo,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
51,02,Feed e publicações,Visualizador de mídia,/app/midia/:id,Visualizar mídia,Navegar;Compartilhar;Fechar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
52,02,Feed e publicações,Galeria de mídia,/app/midia,Galeria,Abrir;Navegar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
53,02,Feed e publicações,Editar foto,/app/editor/foto,Editar imagem,Cortar;Ajustar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
54,02,Feed e publicações,Editor de vídeo,/app/editor/video,Editar vídeo,Cortar;Áudio;Texto;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
55,02,Feed e publicações,Prévia da publicação,/app/criar/preview,Revisar antes de publicar,Publicar;Agendar;Voltar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
56,03,Stories,Stories,/app/stories,Feed de Stories,Abrir;Navegar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
57,03,Stories,Criar Story,/app/stories/criar,Criar Story,Câmera;Upload;Texto,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
58,03,Stories,Câmera do Story,/app/stories/camera,Captura de Story,Capturar;Trocar câmera,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
59,03,Stories,Upload de foto para Story,/app/stories/foto,Selecionar foto,Upload;Editar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
60,03,Stories,Upload de vídeo para Story,/app/stories/video,Selecionar vídeo,Upload;Editar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
61,03,Stories,Story com texto,/app/stories/texto,Story textual,Editar;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
62,03,Stories,Story com música,/app/stories/musica,Adicionar música,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
63,03,Stories,Story com figurinha,/app/stories/figurinha,Adicionar figurinha,Selecionar;Posicionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
64,03,Stories,Story com enquete,/app/stories/enquete,Criar enquete,Editar;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
65,03,Stories,Story com perguntas,/app/stories/perguntas,Criar perguntas,Editar;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
66,03,Stories,Story com localização,/app/stories/localizacao,Adicionar localização,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
67,03,Stories,Story com menção,/app/stories/mencao,Mencionar usuário,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
68,03,Stories,Story com GIF,/app/stories/gif,Adicionar GIF,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
69,03,Stories,Editor de Story,/app/stories/editor,Editar Story,Texto;Música;Figurinhas;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
70,03,Stories,Privacidade do Story,/app/stories/privacidade,Definir público,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
71,03,Stories,Arquivo de Stories,/app/stories/arquivo,Histórico de Stories,Visualizar;Excluir,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
72,03,Stories,Visualizadores do Story,/app/stories/:id/visualizadores,Ver visualizações,Ver perfil,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
73,03,Stories,Story destacado,/app/stories/destaque/:id,Ver destaque,Navegar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
74,03,Stories,Criar destaque,/app/stories/destaques/criar,Criar destaque,Selecionar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
75,03,Stories,Editar destaque,/app/stories/destaques/:id/editar,Editar destaque,Salvar;Excluir,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
76,04,Shorts,Shorts,/app/shorts,Feed vertical de vídeos,Curtir;Comentar;Compartilhar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
77,04,Shorts,Criar Short,/app/shorts/criar,Criar vídeo curto,Câmera;Upload,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
78,04,Shorts,Upload de vídeo Short,/app/shorts/criar/upload,Enviar vídeo,Upload;Continuar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
79,04,Shorts,Câmera do Short,/app/shorts/criar/camera,Gravar vídeo,Gravar;Parar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
80,04,Shorts,Cortar vídeo,/app/shorts/editor/corte,Editar duração,Cortar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
81,04,Shorts,Áudio do vídeo,/app/shorts/editor/audio,Selecionar áudio,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
82,04,Shorts,Controle de volume,/app/shorts/editor/volume,Ajustar áudio,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
83,04,Shorts,Adicionar música,/app/shorts/editor/musica,Adicionar música,Pesquisar;Selecionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
84,04,Shorts,Adicionar texto,/app/shorts/editor/texto,Adicionar texto,Editar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
85,04,Shorts,Efeitos,/app/shorts/editor/efeitos,Aplicar efeitos,Selecionar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
86,04,Shorts,Figurinhas,/app/shorts/editor/figurinhas,Adicionar figurinhas,Selecionar;Posicionar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
87,04,Shorts,Selecionar capa,/app/shorts/editor/capa,Definir capa,Selecionar;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
88,04,Shorts,Editar legenda,/app/shorts/editor/legenda,Definir legenda,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
89,04,Shorts,Adicionar hashtags,/app/shorts/editor/hashtags,Adicionar hashtags,Adicionar;Remover,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
90,04,Shorts,Selecionar público do Short,/app/shorts/editor/publico,Definir visibilidade,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
91,04,Shorts,Agendar Short,/app/shorts/agendar,Agendar vídeo,Escolher data;Agendar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
92,04,Shorts,Rascunhos de Shorts,/app/shorts/rascunhos,Gerenciar rascunhos,Editar;Excluir;Publicar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
93,04,Shorts,Estatísticas do Short,/app/shorts/:id/insights,Métricas do Short,Período;Exportar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
94,04,Shorts,Comentários do Short,/app/shorts/:id/comentarios,Comentários,Responder;Denunciar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
95,04,Shorts,Compartilhamento do Short,/app/shorts/:id/compartilhar,Compartilhar Short,Compartilhar;Copiar link,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
96,05,Perfil,Meu perfil,/app/perfil,Perfil do usuário atual,Editar;Publicar;Configurar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
97,05,Perfil,Perfil de outro usuário,/app/perfil/:id,Perfil público,Seguir;Mensagem;Denunciar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
98,05,Perfil,Editar perfil,/app/perfil/editar,Editar informações,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
99,05,Perfil,Editar foto do perfil,/app/perfil/editar/foto,Alterar avatar,Upload;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
100,05,Perfil,Editar capa,/app/perfil/editar/capa,Alterar capa,Upload;Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
101,05,Perfil,Editar bio,/app/perfil/editar/bio,Alterar biografia,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
102,05,Perfil,Informações pessoais,/app/perfil/informacoes,Dados do perfil,Editar;Privacidade,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
103,05,Perfil,Publicações do perfil,/app/perfil/publicacoes,Posts do perfil,Abrir;Editar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
104,05,Perfil,Fotos do perfil,/app/perfil/fotos,Fotos,Abrir;Excluir,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
105,05,Perfil,Vídeos do perfil,/app/perfil/videos,Vídeos,Abrir;Gerenciar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
106,05,Perfil,Reels do perfil,/app/perfil/reels,Shorts do perfil,Abrir;Gerenciar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
107,05,Perfil,Stories destacados do perfil,/app/perfil/destaques,Destaques,Abrir;Editar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
108,05,Perfil,Seguidores,/app/perfil/seguidores,Lista de seguidores,Pesquisar;Remover,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
109,05,Perfil,Seguindo,/app/perfil/seguindo,Lista de contas seguidas,Pesquisar;Deixar de seguir,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
110,05,Perfil,Amigos e conexões,/app/perfil/amigos,Conexões,Pesquisar;Gerenciar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
111,05,Perfil,Sobre,/app/perfil/sobre,Informações detalhadas,Editar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
112,05,Perfil,Atividade do perfil,/app/perfil/atividade,Histórico de atividade,Filtrar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
113,05,Perfil,Menções,/app/perfil/mencoes,Conteúdos que mencionam o usuário,Abrir;Remover marcação,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
114,05,Perfil,Curtidas,/app/perfil/curtidas,Conteúdos curtidos,Abrir;Remover,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
115,05,Perfil,Itens salvos,/app/perfil/salvos,Itens salvos,Abrir;Remover,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
116,05,Perfil,Configurações do perfil,/app/perfil/configuracoes,Preferências do perfil,Salvar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
117,06,Explorar e pesquisa,Explorar,/app/explorar/explorar,Tela funcional de Explorar,Abrir;Salvar;Voltar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
118,06,Explorar e pesquisa,Pesquisa geral,/app/explorar/pesquisa-geral,Tela funcional de Pesquisa geral,Abrir;Salvar;Voltar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
119,06,Explorar e pesquisa,Resultados de pessoas,/app/explorar/resultados-de-pessoas,Tela funcional de Resultados de pessoas,Abrir;Salvar;Voltar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
120,06,Explorar e pesquisa,Resultados de publicações,/app/explorar/resultados-de-publicações,Tela funcional de Resultados de publicações,Abrir;Salvar;Voltar,1440+ responsivo,Claro + Escuro,loading;vazio;erro;sucesso,API/Firestore reais,Sem ação visual sem destino; validar permissões e persistência.
